CC,LCOM5,WMC,CBO,RFC,DIT,NOC,LOC,NPM,isExistBug,project
0,1,15,4,11,3,2,50,5,0,BugPrediction_PDE
0,0,1,1,1,2,2,12,4,0,BugPrediction_PDE
0,1,20,5,22,2,0,191,23,0,BugPrediction_PDE
0.0251799,2,126,10,95,2,3,805,53,1,BugPrediction_PDE
0.12314,2,71,5,50,0,2,310,10,0,BugPrediction_PDE
0,3,6,7,14,1,3,53,4,0,BugPrediction_PDE
0,4,122,10,71,3,3,664,81,0,BugPrediction_PDE
0,2,13,5,14,2,1,114,15,0,BugPrediction_PDE
0,1,3,1,3,1,3,22,4,0,BugPrediction_PDE
0.833811,0,22,6,33,1,3,118,11,0,BugPrediction_PDE
0.189055,2,33,5,23,4,4,147,42,0,BugPrediction_PDE
0,2,28,11,20,2,0,130,9,0,BugPrediction_PDE
0.127389,2,42,8,30,2,0,251,23,0,BugPrediction_PDE
0,2,9,7,11,4,0,58,39,0,BugPrediction_PDE
0,1,2,4,3,1,0,15,2,0,BugPrediction_PDE
0,1,9,6,10,4,0,34,7,0,BugPrediction_PDE
0,3,14,7,19,5,2,60,42,0,BugPrediction_PDE
0,1,31,9,27,1,0,135,12,0,BugPrediction_PDE
0,1,6,4,8,6,0,24,40,0,BugPrediction_PDE
0,0,3,2,6,5,0,17,36,0,BugPrediction_PDE
0,3,4,2,8,5,0,25,40,0,BugPrediction_PDE
0,0,3,2,6,5,0,17,36,0,BugPrediction_PDE
0,2,10,7,15,4,0,65,40,0,BugPrediction_PDE
0,2,20,22,20,1,0,56,3,0,BugPrediction_PDE
0,0,3,2,6,5,0,17,36,0,BugPrediction_PDE
0,1,13,3,14,5,0,42,39,0,BugPrediction_PDE
0,1,23,9,17,4,0,82,8,0,BugPrediction_PDE
0,0,3,2,6,5,0,17,36,0,BugPrediction_PDE
0,0,3,2,6,5,0,17,36,0,BugPrediction_PDE
0.0778968,1,82,5,35,4,4,333,36,0,BugPrediction_PDE
0,1,3,2,5,3,0,17,27,0,BugPrediction_PDE
0,1,8,5,13,6,0,34,47,0,BugPrediction_PDE
0.044586,3,52,10,37,4,0,301,47,0,BugPrediction_PDE
0,0,5,2,10,5,0,25,38,0,BugPrediction_PDE
0,1,6,5,11,6,0,30,46,0,BugPrediction_PDE
0,3,12,8,21,4,0,65,39,0,BugPrediction_PDE
0,1,3,2,6,5,1,17,36,0,BugPrediction_PDE
0,5,25,7,27,3,2,146,24,0,BugPrediction_PDE
0,1,72,4,33,2,3,249,24,0,BugPrediction_PDE
0,2,6,4,8,2,0,40,12,0,BugPrediction_PDE
0,1,17,4,17,3,2,64,32,0,BugPrediction_PDE
0.264151,4,25,10,29,5,0,120,45,0,BugPrediction_PDE
0.369231,1,25,5,24,3,0,109,34,0,BugPrediction_PDE
0,6,16,4,20,5,0,70,45,0,BugPrediction_PDE
0,1,15,4,22,4,8,65,33,0,BugPrediction_PDE
0,10,21,9,40,5,0,156,109,0,BugPrediction_PDE
0,1,18,6,15,7,0,116,108,0,BugPrediction_PDE
0,1,9,6,12,7,0,71,105,0,BugPrediction_PDE
0,2,9,8,15,6,0,71,97,0,BugPrediction_PDE
0,1,7,6,10,5,0,54,94,0,BugPrediction_PDE
0.134831,2,60,31,45,2,0,320,16,0,BugPrediction_PDE
0,1,17,6,24,2,0,121,14,0,BugPrediction_PDE
0,1,2,2,5,3,0,28,17,0,BugPrediction_PDE
0,0,10,9,15,6,0,75,98,0,BugPrediction_PDE
0,9,33,12,54,6,0,240,121,0,BugPrediction_PDE
0,2,8,11,11,5,0,66,45,0,BugPrediction_PDE
0,3,11,9,18,4,10,82,91,0,BugPrediction_PDE
0,1,7,6,10,5,0,54,94,0,BugPrediction_PDE
0,2,9,8,15,6,0,70,97,0,BugPrediction_PDE
0,0,8,8,14,6,0,64,96,0,BugPrediction_PDE
0,0,9,6,14,6,2,69,100,0,BugPrediction_PDE
0,0,12,9,20,6,0,91,100,0,BugPrediction_PDE
0,3,11,5,13,5,0,75,104,0,BugPrediction_PDE
0,3,17,8,23,5,0,110,106,0,BugPrediction_PDE
0,3,10,5,12,5,0,66,102,0,BugPrediction_PDE
0,1,17,10,19,2,0,85,10,0,BugPrediction_PDE
0,0,3,4,7,2,0,23,12,0,BugPrediction_PDE
0,2,9,7,10,5,0,56,45,0,BugPrediction_PDE
0.176471,3,35,7,33,4,5,182,99,0,BugPrediction_PDE
0,4,7,4,9,5,0,51,100,0,BugPrediction_PDE
0,3,13,5,13,5,0,83,104,0,BugPrediction_PDE
0,0,1,1,3,3,1,14,54,0,BugPrediction_PDE
0,1,5,3,7,6,0,33,63,0,BugPrediction_PDE
0,0,22,4,9,5,0,92,115,0,BugPrediction_PDE
0,1,21,5,39,4,0,170,98,0,BugPrediction_PDE
0.0865747,4,92,18,64,4,2,448,109,0,BugPrediction_PDE
0.668966,1,28,9,40,1,0,142,14,0,BugPrediction_PDE
0,3,27,23,29,2,0,131,11,0,BugPrediction_PDE
0,3,37,13,39,5,0,172,96,0,BugPrediction_PDE
0,1,26,14,30,5,0,132,93,0,BugPrediction_PDE
0,3,18,8,20,4,0,104,87,1,BugPrediction_PDE
0,1,31,6,25,4,0,144,92,0,BugPrediction_PDE
0,1,50,8,42,4,0,210,94,0,BugPrediction_PDE
0,1,5,3,7,6,0,34,63,0,BugPrediction_PDE
0,4,28,21,30,5,2,141,61,0,BugPrediction_PDE
0,1,6,3,6,5,0,33,112,0,BugPrediction_PDE
0,8,56,17,57,3,6,294,78,0,BugPrediction_PDE
0,2,8,6,17,4,2,64,85,0,BugPrediction_PDE
0.282752,2,114,8,47,3,0,441,6,0,BugPrediction_PDE
0,1,7,5,11,6,0,64,113,0,BugPrediction_PDE
0,1,7,5,10,5,0,57,97,0,BugPrediction_PDE
0,1,18,9,21,2,0,127,11,0,BugPrediction_PDE
0,0,3,4,7,2,0,27,12,0,BugPrediction_PDE
0.514852,1,9,6,13,5,0,77,98,0,BugPrediction_PDE
0,2,8,7,10,5,0,61,45,0,BugPrediction_PDE
0.211618,1,27,7,22,4,3,156,94,0,BugPrediction_PDE
0.270833,7,19,6,29,5,1,168,107,0,BugPrediction_PDE
0,1,11,0,2,0,0,104,1,1,BugPrediction_PDE
0.167756,9,62,6,16,0,0,244,11,1,BugPrediction_PDE
0,1,6,1,8,0,0,39,4,1,BugPrediction_PDE
0,0,1,1,1,0,0,10,1,0,BugPrediction_PDE
0,7,42,1,24,0,0,240,20,0,BugPrediction_PDE
0,4,61,9,16,0,0,116,9,1,BugPrediction_PDE
0,2,22,5,9,0,0,70,3,0,BugPrediction_PDE
0,1,21,0,2,0,0,82,2,0,BugPrediction_PDE
0,4,86,10,25,0,0,331,12,1,BugPrediction_PDE
0,2,25,12,19,0,0,114,2,1,BugPrediction_PDE
0,4,58,2,18,0,0,375,6,0,BugPrediction_PDE
0.587629,1,35,0,12,0,0,166,11,0,BugPrediction_PDE
0,1,7,0,4,0,0,53,2,0,BugPrediction_PDE
0.217687,3,58,0,7,0,0,176,7,0,BugPrediction_PDE
0,1,7,1,9,0,0,43,5,0,BugPrediction_PDE
0,1,11,2,5,0,0,42,2,0,BugPrediction_PDE
0,1,18,2,9,0,0,75,9,0,BugPrediction_PDE
0,4,37,3,8,0,0,108,8,0,BugPrediction_PDE
0,1,31,0,14,0,0,149,10,0,BugPrediction_PDE
0,1,1,1,2,0,0,12,1,0,BugPrediction_PDE
0,1,1,1,2,0,0,7,1,0,BugPrediction_PDE
0,1,1,1,2,0,0,7,1,0,BugPrediction_PDE
0,1,1,1,2,0,0,7,1,0,BugPrediction_PDE
0,1,1,1,2,0,0,7,1,0,BugPrediction_PDE
0,1,7,1,2,0,0,22,1,0,BugPrediction_PDE
0.790244,1,31,0,8,0,0,105,2,0,BugPrediction_PDE
0,0,0,0,0,0,0,73,0,1,BugPrediction_PDE
0,2,24,0,15,0,0,123,13,0,BugPrediction_PDE
0,2,6,1,6,0,0,102,2,0,BugPrediction_PDE
0,1,2,1,3,2,0,11,5,0,BugPrediction_PDE
0,1,5,5,6,2,0,26,5,0,BugPrediction_PDE
0,2,3,0,3,0,0,22,1,0,BugPrediction_PDE
0.868852,1,3,3,5,2,0,18,5,0,BugPrediction_PDE
0.868852,1,3,3,5,2,0,18,5,0,BugPrediction_PDE
0,0,4,1,4,1,6,15,4,0,BugPrediction_PDE
0,1,2,4,5,2,0,20,5,0,BugPrediction_PDE
0,0,2,0,2,0,1,11,2,0,BugPrediction_PDE
0.118017,1,72,11,37,0,0,410,9,0,BugPrediction_PDE
0,3,54,13,22,0,0,188,6,0,BugPrediction_PDE
0,1,58,10,14,0,0,243,4,0,BugPrediction_PDE
0,1,102,8,32,0,0,352,3,0,BugPrediction_PDE
0,2,4,1,4,0,0,45,1,1,BugPrediction_PDE
0,2,5,2,6,2,0,21,7,0,BugPrediction_PDE
0.189669,7,32,6,19,0,0,198,9,0,BugPrediction_PDE
0,2,10,8,12,0,0,43,3,0,BugPrediction_PDE
0,2,11,12,10,0,0,101,2,0,BugPrediction_PDE
0,1,6,1,4,0,0,22,2,0,BugPrediction_PDE
0.279476,1,5,4,6,1,0,48,1,0,BugPrediction_PDE
0.262482,1,29,5,7,1,0,141,1,0,BugPrediction_PDE
0,1,13,5,6,1,0,84,1,0,BugPrediction_PDE
0.530055,1,4,3,4,1,0,41,1,0,BugPrediction_PDE
0.702899,1,2,3,3,1,0,31,1,0,BugPrediction_PDE
0,1,3,4,6,1,0,42,1,0,BugPrediction_PDE
0,1,4,1,4,0,0,23,2,0,BugPrediction_PDE
0.262415,1,298,76,166,1,4,957,56,1,BugPrediction_PDE
0,1,7,1,7,0,0,69,2,1,BugPrediction_PDE
0,2,46,12,35,1,0,232,23,1,BugPrediction_PDE
0,2,6,1,7,0,0,316,2,1,BugPrediction_PDE
0,0,0,0,0,0,0,3224,0,1,BugPrediction_PDE
0,1,3,0,3,0,0,25,3,0,BugPrediction_PDE
0,21,38,1,29,0,0,524,27,1,BugPrediction_PDE
0,1,31,5,18,0,2,148,6,1,BugPrediction_PDE
0,1,16,17,26,1,0,64,6,0,BugPrediction_PDE
0,1,3,8,11,1,0,27,6,1,BugPrediction_PDE
0.162722,1,21,16,21,0,0,87,3,0,BugPrediction_PDE
0,2,31,17,23,1,0,153,3,0,BugPrediction_PDE
0,1,12,4,12,0,3,66,2,0,BugPrediction_PDE
0,1,2,5,4,1,0,11,3,0,BugPrediction_PDE
0,1,2,7,5,1,0,16,3,0,BugPrediction_PDE
0,2,14,4,17,0,0,98,4,0,BugPrediction_PDE
0,2,30,6,35,0,0,167,12,0,BugPrediction_PDE
0,2,12,0,9,0,4,55,6,0,BugPrediction_PDE
0.0731707,1,48,9,36,0,0,328,5,0,BugPrediction_PDE
0,1,15,8,13,0,0,120,3,0,BugPrediction_PDE
0,1,24,0,10,0,0,104,9,0,BugPrediction_PDE
0,1,7,2,12,0,0,35,7,0,BugPrediction_PDE
0,2,16,3,9,1,0,79,1,0,BugPrediction_PDE
0,1,7,5,11,1,0,47,1,0,BugPrediction_PDE
0,1,8,1,10,0,2,45,0,0,BugPrediction_PDE
0,1,18,1,9,0,0,79,6,0,BugPrediction_PDE
0,1,10,5,10,0,0,38,2,0,BugPrediction_PDE
0,1,1,1,2,0,0,7,1,0,BugPrediction_PDE
0,3,40,4,17,0,0,181,4,0,BugPrediction_PDE
0,1,1,1,1,0,0,9,1,0,BugPrediction_PDE
0,1,10,7,11,0,0,43,2,0,BugPrediction_PDE
0,1,1,1,2,0,0,6,1,0,BugPrediction_PDE
0,1,38,18,33,0,0,166,3,0,BugPrediction_PDE
0,0,1,1,2,0,0,9,1,1,BugPrediction_PDE
0,1,2,1,3,0,0,11,2,1,BugPrediction_PDE
0,1,5,4,5,1,23,16,6,0,BugPrediction_PDE
0,1,6,3,7,0,9,39,5,0,BugPrediction_PDE
0,2,22,10,14,1,4,76,6,0,BugPrediction_PDE
0,1,9,9,12,2,0,41,8,0,BugPrediction_PDE
0,1,5,4,8,2,0,20,8,0,BugPrediction_PDE
0,1,5,6,8,2,0,25,8,0,BugPrediction_PDE
0,1,6,6,8,2,0,30,8,0,BugPrediction_PDE
0,1,9,10,12,2,0,40,8,0,BugPrediction_PDE
0.857143,1,5,10,9,1,0,27,7,0,BugPrediction_PDE
0.857143,1,5,10,9,1,0,28,7,0,BugPrediction_PDE
0,1,12,8,10,2,0,36,9,0,BugPrediction_PDE
0,1,14,7,13,2,0,49,8,0,BugPrediction_PDE
0,1,4,4,6,2,0,19,8,0,BugPrediction_PDE
0,1,5,5,5,1,5,21,6,0,BugPrediction_PDE
0,1,6,8,10,2,0,26,9,0,BugPrediction_PDE
0,1,4,7,8,2,0,21,8,0,BugPrediction_PDE
0,1,11,17,23,2,0,47,8,0,BugPrediction_PDE
0,1,4,5,7,2,0,18,9,0,BugPrediction_PDE
0,1,6,11,13,2,0,30,8,0,BugPrediction_PDE
0,2,5,4,5,1,0,24,8,0,BugPrediction_PDE
0,2,23,16,23,2,0,98,9,0,BugPrediction_PDE
0,2,5,4,7,1,0,24,9,0,BugPrediction_PDE
0,1,6,6,9,2,0,28,9,0,BugPrediction_PDE
0,1,7,6,10,2,0,30,9,0,BugPrediction_PDE
0,1,4,5,7,2,0,19,9,0,BugPrediction_PDE
0,1,4,4,7,2,0,22,9,0,BugPrediction_PDE
0,1,4,4,7,2,0,22,9,0,BugPrediction_PDE
0,1,7,4,7,2,0,26,8,0,BugPrediction_PDE
0,1,5,6,8,2,0,25,9,0,BugPrediction_PDE
0,1,5,5,8,2,0,25,9,0,BugPrediction_PDE
0,1,5,6,8,2,0,25,9,0,BugPrediction_PDE
0,1,6,7,9,2,0,27,9,0,BugPrediction_PDE
0,1,3,4,6,2,0,18,8,0,BugPrediction_PDE
0,1,9,9,13,2,0,33,8,0,BugPrediction_PDE
0,1,5,5,8,2,0,25,9,0,BugPrediction_PDE
0,1,4,4,6,2,0,19,8,0,BugPrediction_PDE
0,2,8,3,6,1,0,32,9,0,BugPrediction_PDE
0,1,8,7,9,2,0,31,8,0,BugPrediction_PDE
0,1,4,5,7,2,0,19,9,0,BugPrediction_PDE
0.152174,1,47,39,42,0,0,137,2,0,BugPrediction_PDE
0,1,6,7,8,2,0,25,9,0,BugPrediction_PDE
0,1,11,12,22,2,0,58,9,0,BugPrediction_PDE
0,2,5,6,7,1,0,24,8,0,BugPrediction_PDE
0,1,23,6,13,0,0,109,2,0,BugPrediction_PDE
0.0256684,1,9,4,9,0,0,105,5,0,BugPrediction_PDE
0,2,45,6,14,0,0,185,2,0,BugPrediction_PDE
0,0,4,3,4,0,0,20,1,0,BugPrediction_PDE
0,1,15,5,9,2,3,66,7,0,BugPrediction_PDE
0,2,61,14,28,0,0,220,5,0,BugPrediction_PDE
0,5,11,1,11,1,0,73,11,0,BugPrediction_PDE
0,1,4,9,4,0,0,16,1,0,BugPrediction_PDE
0,4,12,6,15,1,107,68,10,0,BugPrediction_PDE
0.797136,6,16,0,12,0,0,375,11,0,BugPrediction_PDE
0,1,52,12,27,1,11,188,18,0,BugPrediction_PDE
0,6,7,3,8,2,0,49,40,0,BugPrediction_PDE
0,2,15,0,11,0,0,89,11,0,BugPrediction_PDE
0,2,12,1,8,0,0,65,8,0,BugPrediction_PDE
0,3,9,5,10,3,2,48,47,0,BugPrediction_PDE
0,5,12,4,17,1,2,87,25,0,BugPrediction_PDE
0,2,45,4,26,3,0,190,22,0,BugPrediction_PDE
0,2,13,0,6,0,0,100,2,0,BugPrediction_PDE
0,2,42,6,27,1,4,193,11,0,BugPrediction_PDE
0,2,9,6,9,2,8,35,44,0,BugPrediction_PDE
0,6,11,2,9,1,0,59,9,1,BugPrediction_PDE
0,3,13,3,7,0,0,43,5,0,BugPrediction_PDE
0.765101,1,2,4,3,1,0,26,5,0,BugPrediction_PDE
0,7,8,1,8,2,7,46,11,0,BugPrediction_PDE
0,3,19,7,17,3,2,94,17,0,BugPrediction_PDE
0,1,40,5,20,1,0,243,5,0,BugPrediction_PDE
0,1,26,3,17,0,0,172,3,0,BugPrediction_PDE
0.025974,6,192,26,135,1,2,864,44,0,BugPrediction_PDE
0,5,34,11,36,0,4,177,19,0,BugPrediction_PDE
0.137378,7,101,8,46,0,28,490,21,0,BugPrediction_PDE
0,1,37,7,25,1,7,189,28,1,BugPrediction_PDE
0,1,10,6,7,0,3,57,2,0,BugPrediction_PDE
0,2,32,4,11,3,2,139,46,1,BugPrediction_PDE
0,3,7,3,10,0,9,41,4,0,BugPrediction_PDE
0,4,34,7,25,1,0,141,18,0,BugPrediction_PDE
0,1,3,1,3,0,2,25,3,0,BugPrediction_PDE
0,3,29,16,32,2,2,139,44,1,BugPrediction_PDE
0,1,17,1,6,0,0,93,5,0,BugPrediction_PDE
0,7,19,7,21,2,39,81,13,0,BugPrediction_PDE
0.0411985,9,117,26,82,1,2,606,37,1,BugPrediction_PDE
0,2,7,1,3,0,0,29,1,1,BugPrediction_PDE
0.231214,3,21,5,11,1,0,132,12,0,BugPrediction_PDE
0,1,5,11,7,0,0,18,1,1,BugPrediction_PDE
0.0839161,14,48,11,49,3,2,314,29,0,BugPrediction_PDE
0,1,14,2,15,0,0,54,12,0,BugPrediction_PDE
0,1,2,1,3,0,0,14,2,0,BugPrediction_PDE
0,4,4,0,4,0,0,17,0,0,BugPrediction_PDE
0,2,10,1,9,0,0,43,8,0,BugPrediction_PDE
0,6,10,5,13,4,22,50,31,0,BugPrediction_PDE
0,1,3,4,4,0,0,21,2,0,BugPrediction_PDE
0,5,7,5,10,4,7,41,30,0,BugPrediction_PDE
0,2,4,6,8,3,7,26,46,1,BugPrediction_PDE
0,1,12,0,6,0,0,47,5,0,BugPrediction_PDE
0,1,7,1,4,0,0,63,3,0,BugPrediction_PDE
0,1,8,4,6,0,0,33,4,0,BugPrediction_PDE
0,3,10,8,11,0,0,40,3,0,BugPrediction_PDE
0,4,36,10,17,0,0,116,11,0,BugPrediction_PDE
0,1,32,12,25,0,0,219,6,0,BugPrediction_PDE
0,0,0,0,0,0,0,11,0,0,BugPrediction_PDE
0,1,6,1,2,0,0,72,2,0,BugPrediction_PDE
0,3,11,10,14,0,0,105,5,0,BugPrediction_PDE
0.580769,1,29,8,24,6,0,105,41,0,BugPrediction_PDE
0.0747443,1,49,30,57,5,0,221,37,0,BugPrediction_PDE
0.0537948,4,114,21,67,5,2,374,40,0,BugPrediction_PDE
0.17402,14,35,22,42,3,0,154,48,1,BugPrediction_PDE
0,3,4,1,5,2,0,18,31,0,BugPrediction_PDE
0,1,26,8,13,0,0,93,2,0,BugPrediction_PDE
0,2,20,10,29,1,0,110,24,1,BugPrediction_PDE
0,1,4,5,6,1,0,17,23,0,BugPrediction_PDE
0,0,8,8,9,2,0,30,19,0,BugPrediction_PDE
0,1,18,21,37,1,0,119,23,0,BugPrediction_PDE
0,6,21,15,25,4,0,78,52,1,BugPrediction_PDE
0,2,21,7,18,1,0,92,15,0,BugPrediction_PDE
0.92145,2,26,10,22,2,0,96,13,0,BugPrediction_PDE
0,0,3,1,2,0,0,14,1,0,BugPrediction_PDE
0,1,14,1,6,0,1,43,5,0,BugPrediction_PDE
0.0631629,1,174,32,80,3,0,666,17,0,BugPrediction_PDE
0.520202,1,6,7,15,6,0,49,41,0,BugPrediction_PDE
0,4,17,7,21,3,8,125,20,0,BugPrediction_PDE
0.484716,2,9,7,12,3,2,75,45,0,BugPrediction_PDE
0,1,2,2,3,4,3,22,22,0,BugPrediction_PDE
0.329268,1,13,12,16,1,0,104,10,0,BugPrediction_PDE
0.546392,1,9,3,9,1,0,50,8,0,BugPrediction_PDE
0.164948,11,20,12,28,4,0,136,49,0,BugPrediction_PDE
0,0,1,1,2,1,0,10,20,0,BugPrediction_PDE
0,1,8,4,7,0,0,56,2,0,BugPrediction_PDE
0.429319,1,13,10,15,2,0,68,20,0,BugPrediction_PDE
0.428571,1,17,7,13,0,0,103,4,0,BugPrediction_PDE
0.694301,3,13,11,16,2,0,84,24,0,BugPrediction_PDE
0,0,3,5,5,1,0,21,23,0,BugPrediction_PDE
0.267417,1,92,31,72,5,0,635,39,0,BugPrediction_PDE
0.671717,2,21,20,34,1,0,136,26,0,BugPrediction_PDE
0,0,4,3,5,0,2,28,2,0,BugPrediction_PDE
0.871795,1,5,8,9,1,0,31,4,0,BugPrediction_PDE
0.871795,1,5,9,9,1,0,31,4,0,BugPrediction_PDE
0.318182,1,9,5,10,0,0,66,4,0,BugPrediction_PDE
0.311475,2,16,7,17,0,0,114,6,0,BugPrediction_PDE
0.259109,1,13,9,26,4,0,117,24,0,BugPrediction_PDE
0.266272,2,39,19,51,5,0,397,28,0,BugPrediction_PDE
0.311475,2,16,7,17,0,0,114,6,0,BugPrediction_PDE
0.174402,1,57,23,74,4,0,481,26,0,BugPrediction_PDE
0.340081,1,26,14,51,4,0,265,26,0,BugPrediction_PDE
0,0,3,0,3,0,0,34,3,0,BugPrediction_PDE
0.592593,1,14,15,17,1,0,112,10,0,BugPrediction_PDE
0,1,24,2,14,0,0,139,10,0,BugPrediction_PDE
0.546392,1,9,3,9,1,0,50,8,0,BugPrediction_PDE
0.490458,2,29,23,44,1,0,191,27,0,BugPrediction_PDE
0.11985,13,25,16,37,4,0,169,50,0,BugPrediction_PDE
0,2,5,5,14,2,0,52,32,0,BugPrediction_PDE
0.786408,1,14,10,15,2,0,70,20,0,BugPrediction_PDE
0,1,11,11,14,1,0,61,3,0,BugPrediction_PDE
0.589041,3,11,9,20,3,0,88,26,0,BugPrediction_PDE
0,0,3,5,5,1,0,18,23,0,BugPrediction_PDE
0.269579,2,256,39,127,5,0,1354,45,0,BugPrediction_PDE
0,10,27,23,43,4,0,168,51,0,BugPrediction_PDE
0.171533,1,12,11,21,0,0,100,3,0,BugPrediction_PDE
0.173432,1,14,9,17,0,0,97,3,0,BugPrediction_PDE
0,1,7,5,6,0,0,62,4,0,BugPrediction_PDE
0,1,9,9,7,0,0,44,3,0,BugPrediction_PDE
0.364583,1,8,4,9,0,0,64,4,0,BugPrediction_PDE
0.181347,1,14,8,13,0,0,91,4,0,BugPrediction_PDE
0,4,23,4,30,1,0,183,30,0,BugPrediction_PDE
0.0816882,2,53,20,50,5,0,440,25,0,BugPrediction_PDE
0.467857,1,10,10,23,4,0,111,24,0,BugPrediction_PDE
0.112459,2,16,12,26,5,0,225,25,0,BugPrediction_PDE
0.65019,2,18,11,39,4,0,199,28,0,BugPrediction_PDE
0.43649,1,24,14,55,4,0,296,28,0,BugPrediction_PDE
0.364629,1,11,11,33,4,0,155,25,0,BugPrediction_PDE
0,3,226,18,63,1,0,756,15,1,BugPrediction_PDE
0,1,19,1,15,0,0,114,14,0,BugPrediction_PDE
0,1,8,0,7,0,0,66,7,0,BugPrediction_PDE
0,3,5,1,5,0,0,35,4,0,BugPrediction_PDE
0,2,18,3,12,1,0,157,11,0,BugPrediction_PDE
0,1,5,1,2,0,0,35,2,0,BugPrediction_PDE
0,5,38,3,19,0,3,159,8,1,BugPrediction_PDE
0,0,3,1,3,0,0,20,2,0,BugPrediction_PDE
0,1,16,7,19,2,0,78,10,0,BugPrediction_PDE
0,1,110,28,61,0,0,499,11,1,BugPrediction_PDE
0,3,205,41,91,1,0,808,16,0,BugPrediction_PDE
0,1,21,0,6,0,0,115,4,0,BugPrediction_PDE
0,1,3,2,4,0,0,28,2,0,BugPrediction_PDE
0.308793,1,28,7,19,0,0,200,1,0,BugPrediction_PDE
0,3,92,25,52,0,0,416,4,0,BugPrediction_PDE
0,4,65,4,32,0,0,494,27,1,BugPrediction_PDE
0,1,73,1,18,2,0,290,9,0,BugPrediction_PDE
0,1,17,3,7,0,0,123,1,0,BugPrediction_PDE
0,1,12,1,5,1,0,70,8,0,BugPrediction_PDE
0,2,8,0,4,0,2,45,4,0,BugPrediction_PDE
0,1,25,1,10,1,1,135,7,0,BugPrediction_PDE
0.134426,1,95,12,54,0,2,450,22,0,BugPrediction_PDE
0,2,73,8,52,0,11,294,22,0,BugPrediction_PDE
0,1,3,1,3,0,0,15,1,0,BugPrediction_PDE
0,0,2,2,3,1,5,14,23,0,BugPrediction_PDE
0,1,4,1,3,0,0,22,1,0,BugPrediction_PDE
0.121555,1,111,10,51,2,7,487,24,0,BugPrediction_PDE
0.365979,1,16,14,17,1,0,85,10,0,BugPrediction_PDE
0,1,7,3,7,1,0,41,7,0,BugPrediction_PDE
0.110672,14,45,19,48,3,0,237,51,0,BugPrediction_PDE
0.618321,1,9,8,10,2,0,48,20,0,BugPrediction_PDE
0.701923,3,10,9,20,3,0,75,26,0,BugPrediction_PDE
0,0,3,5,5,1,0,18,23,0,BugPrediction_PDE
0.423881,2,20,22,34,1,0,115,27,0,BugPrediction_PDE
0,9,16,12,27,4,0,100,49,0,BugPrediction_PDE
0.212218,4,146,30,96,5,0,829,49,0,BugPrediction_PDE
0.504348,1,7,1,8,0,3,62,3,0,BugPrediction_PDE
0.316151,3,22,7,29,3,4,182,20,0,BugPrediction_PDE
0,1,10,7,20,4,0,79,23,0,BugPrediction_PDE
0,1,10,7,23,4,0,93,23,0,BugPrediction_PDE
0,1,10,7,20,4,0,75,23,0,BugPrediction_PDE
0.276596,1,13,2,11,0,0,78,5,0,BugPrediction_PDE
0.21028,1,16,12,32,4,0,125,23,0,BugPrediction_PDE
0,1,4,0,4,0,0,21,4,0,BugPrediction_PDE
0.278922,1,33,13,37,3,0,137,24,0,BugPrediction_PDE
0.660517,4,59,15,54,3,1,250,28,0,BugPrediction_PDE
0.290749,5,64,28,60,5,0,296,40,0,BugPrediction_PDE
0.380952,1,8,10,15,0,0,43,3,0,BugPrediction_PDE
0,1,3,14,16,1,0,62,22,0,BugPrediction_PDE
0.497976,1,4,11,15,1,0,64,23,0,BugPrediction_PDE
0.0581967,15,78,36,76,3,0,310,52,1,BugPrediction_PDE
0,2,9,6,17,2,0,49,34,0,BugPrediction_PDE
0,1,10,0,1,0,0,35,1,0,BugPrediction_PDE
0.243386,4,22,24,30,1,0,194,26,0,BugPrediction_PDE
0.632479,1,3,12,15,1,0,65,22,0,BugPrediction_PDE
0.44375,4,22,12,21,3,0,123,25,1,BugPrediction_PDE
0,1,4,5,6,1,0,17,23,0,BugPrediction_PDE
0,2,39,26,29,2,0,122,23,0,BugPrediction_PDE
0.562738,1,4,12,17,1,0,73,23,0,BugPrediction_PDE
0,7,8,5,11,4,0,50,49,0,BugPrediction_PDE
0.187585,8,83,28,74,3,0,423,22,0,BugPrediction_PDE
0.869099,2,37,17,28,2,0,114,13,0,BugPrediction_PDE
0.385017,3,24,15,40,3,0,126,22,0,BugPrediction_PDE
0.433368,2,21,12,35,3,0,182,24,0,BugPrediction_PDE
0.690337,4,59,14,54,3,0,250,28,0,BugPrediction_PDE
0.470655,7,73,36,78,5,0,364,42,0,BugPrediction_PDE
0,1,5,12,15,1,0,45,24,0,BugPrediction_PDE
0.13112,3,64,26,59,3,0,391,24,0,BugPrediction_PDE
0.362162,3,18,12,29,3,0,109,22,0,BugPrediction_PDE
0,2,11,15,12,0,0,39,3,0,BugPrediction_PDE
0.307692,2,27,15,39,3,0,177,24,0,BugPrediction_PDE
0,0,1,3,2,4,0,6,29,0,BugPrediction_PDE
0,3,14,7,16,0,0,55,10,0,BugPrediction_PDE
0.532238,7,64,38,77,5,0,339,42,0,BugPrediction_PDE
0.163814,2,16,9,17,0,0,95,2,0,BugPrediction_PDE
0.492602,4,38,15,52,3,0,206,27,0,BugPrediction_PDE
0.338015,7,86,42,83,5,0,410,43,0,BugPrediction_PDE
0.512,1,7,7,12,0,0,33,3,0,BugPrediction_PDE
0,1,3,5,6,0,0,21,3,0,BugPrediction_PDE
0.296443,3,30,19,30,0,0,167,3,0,BugPrediction_PDE
